프로그램ID,프로그램세부ID,프로그램명,프로그램주제,주관부서(상위),주관부서(하위),시작일,종료일,프로그램 소개,프로그램 태그,프로그램 구분,프로그램유형1,프로그램유형2,교육방법,프로그램 시간,마일리지,참여자수,이수자수,핵심역량점수1,핵심역량점수2,핵심역량점수3,핵심역량점수4,핵심역량점수5,핵심역량점수6,핵심역량점수7,핵심역량점수8
4878,4241,[재맞고]2024 상반기 SM Career Navigation,2024 상반기 SM Career Navigation(5/24),대학일자리플러스센터,대학일자리플러스센터,24-5-24 오후 1:30,24-5-24 오후 4:30,2학년의 체계적인 진로설계 및 취업준비를 돕기 위한 프로그램,"네비게이션,대학일자리센터,목표설정,역량개발,저학년,직무탐색,진로설계,진로탐색,채용동향,커리어,커리어네비게이션",비교과 (비학점),진로,특강/워크숍/캠프,대면 비대면 병행(실시간),3,2000,22,13,3,,,,,,,
4880,4359,2024-1학기 소비자경제학과_선배와의 간담회 전공별진로취업비교과프로그램,"5/24 엠브레인 최수림 선배님, 김예지 선배님",사회과학대학,소비자경제학과,24-5-24 오후 7:00,24-5-24 오후 9:00,2024학년도 전공별 진로취업 비교과프로그램 소비자경제학과 졸업 선배의 특강을 통하여 전공 맞춤형 취업 역량을 강화할 뿐만 아니라 진로 역량을 설계하고 모색함으로써 성공적인 사회 진출을 도모하고자 함,"광고,광고기획,급여보상,네이버,대한제분,리서치,마크로밀엠브레인,비교과,선배꿀팁,선배만남,선배와의간담회,선배와의대화,소비자경제학과,전공별진로취업,졸업생특강,직무,진로,진로탐색,특강,한화생명보험",비교과 (비학점),취업,전공별진로취업,대면,2,2000,20,20,,1,,,1,,,
4868,4224,[재맞고] 2024 진로설정 및 탐색 프로그램,[재맞고] 2024 진로설정 및 탐색 프로그램-1차,대학일자리플러스센터,대학일자리플러스센터,24-5-27 오전 10:00,24-5-27 오후 5:00,#NAME?,"NCS,대학일자리센터,데이터수집,데이터융합,발표,빌드업,사업계획,아이디어회의,자료분석,재맞고,정보수집,조직감성이해,직무,직업기초능력,진로,진로계획,진로설정,진로탐색,커뮤니케이션,팀플,프로젝트",비교과 (비학점),진로,특강/워크숍/캠프,대면,6,5000,40,26,3,,,3,,,,
4938,4312,[도서관] 5월 정기 학술정보이용교육,[5/27(월) 16:30] 참고문헌이 내 손안에! Refworks 활용법,중앙도서관,학술정보운영팀,24-5-27 오후 4:30,24-5-27 오후 5:30,"도서관에서 시행하는 정기 학술정보 이용교육입니다.
학술정보 이용교육을 통해 도서관 소장자료, 구독자료 등의 학술정보를 효과적으로 검색하고 활용하는 방법을 배워보세요.","DBPIA,RefWorks,교보문고,논문작성,도서관,동영상강좌,오디오북,이용교육,이용법,자료검색법,전자책,참고문헌,학술DB,학술논문,학술정보",비교과 (비학점),학습,독서,대면,1,1000,19,7,0.4,,0.6,,,,,
5000,0,"[사회심리학과] 2024 진로취업 비교과 프로그램 - 사행산업과 불법도박, 심리학자의 시선으로","[사회심리학과] 2024 진로취업 비교과 프로그램 - 사행산업과 불법도박, 심리학자의 시선으로",사회과학대학,사회심리학과,24-5-27 오후 4:30,24-5-27 오후 6:30,"국내외 사행산업과 불법 도박의 현황을 살펴보고, 이러한 현황이 심리학자에게 요구하는 능력에 대한 강연자의 사견을 공유고자 한다.  유관 분야로 진로를 잡는다면 필요한 자격요건은 무엇인지 대학생(취업 준비생)의 입장에서 살펴보고자 한다.","불법도박,사행산업,사회심리학과,시선,심리학자,연구원,인문사회융합인재양성사업,졸업생,진로취업비교과프로그램,특강,한국도박문제예방치유원",비교과 (비학점),진로,특강/워크숍/캠프,대면,2,2000,29,29,1.2,,,,,0.8,,
5002,0,[미디어학부]선배 업고 튀어_2024 미디어학부 선배와의 만남(1),[미디어학부]선배 업고 튀어_2024 미디어학부 선배와의 만남(1),미디어학부(대학),미디어학부,24-5-27 오후 5:00,24-5-27 오후 7:00,미디어학부를 졸업하고 다양한 곳으로 취업한 선배들을 초대해 여러분의 진로 선택과 결정에 도움을 주고자 비교과 프로그램을 준비하게 되었습니다.,"PD,미디어학과,미디어학부,선배꿀팁,선배업고뛰어,선배특강,엔터,진로연계,진로연계비교과,진로취업특강,카카오,카카오엔터테인먼트",비교과 (비학점),취업,특강/워크숍/캠프,대면,2,2000,43,43,,2,,,,,,
5007,0,[2024 시각영상디자인과 여름방학 비교과 특강] 나는 디자이너가 되고싶은 디자이너입니다.,[2024 시각영상디자인과 여름방학 비교과 특강] 나는 디자이너가 되고싶은 디자이너입니다.,미술대학,시각·영상디자인과,24-5-27 오후 5:00,24-5-27 오후 7:00,"본 강의는 한 학기 남은 학부생활, 취업준비 중 보완해야할 부분들에 대해 짚어보고
디자인 회사에서 진행된 실제사례를 통해, 실무에서 겪게 될 프로젝트의 진행, 운영방식에 대해 알아본다.","기업,디자인,디자인회사,모션그래픽,선배특강,시각영상디자인과,실무자특강,자소서,작성팁,취업준비,포트폴리오,프로젝트",비교과 (비학점),취업,전공별진로취업,대면,2,1000,28,28,0.6,,,1.4,,,,
4873,4231,"[재맞고]2024 자격취득 단기특강_GTQ,GA,컴퓨터활용능력2급",[재맞고]2024-1 자격취득 단기특강_컴활2급(실기),대학일자리플러스센터,대학일자리플러스센터,24-5-27 오후 6:00,24-5-31 오후 10:00,"- 재학생 맞춤형 고용서비스 참여자들을 대상으로 자격취득 단기특가을 진행하고자 함.
- 실무에 적용가능한 3종(GTQ,GA,컴퓨터활용능력2급)에 대한 특강을 통해 직무역량을 향상시키고자 특강을 진행","2급실기,GTQ,구글애널리틱스,단기특강,대학일자리센터,자격증,자격증취득,자격증특강,재맞고,점프업,컴퓨터활용능력2급,컴활,특강",비교과 (비학점),취업,특강/워크숍/캠프,대면,20,10000,47,42,10,10,,,,,,
4950,4334,임용특강,"교원임용선정 1차 시험 준비 방법(김희원, 동대문중)",이과대학,체육교육과,24-5-27 오후 6:00,24-5-27 오후 8:30,"임용 특강 프로그램은 졸업 후 교사로 활동 중인 선배들 강의를 통해 지식과 경험을 재학생들과 공유하기 위한 것으로, 학생들의 임용 시험 대비와 교육 현장에서의 역량 강화를 지원하고자 합니다.","1차시험,2차시험,교유견장,네트워킹,문재해결,선배,선배특강,시험대비,실무자특강,역량강화,임용시험대비,임용특강,전공별진로취업,체육교육과",비교과 (비학점),취업,전공별진로취업,대면 비대면 병행(실시간),2,2000,10,10,,1,,1,,,,
4950,4335,임용특강,"교원임용선정 1차 시험 준비(양서영, 서원중)",이과대학,체육교육과,24-5-27 오후 6:00,24-5-27 오후 8:30,"임용 특강 프로그램은 졸업 후 교사로 활동 중인 선배들 강의를 통해 지식과 경험을 재학생들과 공유하기 위한 것으로, 학생들의 임용 시험 대비와 교육 현장에서의 역량 강화를 지원하고자 합니다.","1차시험,2차시험,교유견장,네트워킹,문재해결,선배,선배특강,시험대비,실무자특강,역량강화,임용시험대비,임용특강,전공별진로취업,체육교육과",비교과 (비학점),취업,전공별진로취업,대면 비대면 병행(실시간),2,2000,10,9,,1,,1,,,,
4926,4295,[재맞고] [선배와의간담회] 2024년 상반기 선배와의 간담회(5월),5/27(월) 19:00~20:30 초록우산어린이재단  송현수 동문(아동복지16),대학일자리플러스센터,대학일자리플러스센터,24-5-27 오후 7:00,24-5-27 오후 8:30,"동문선배에게 듣는 취업준비 경험과 현 직무에 대한 정보 공유 

*운영방법: 5/2(목) , 5/14(화),  5/20(목), 5/27(월), 5/29(수) 대면 (장소 : 진리관 106호 )
* 비대면 zoom으로 진행되는 간담회는 당일  ZOOM 주소 문자 안내","KT,LGCNS,경험,기획팀,네이버,선배꿀팁,선배와의간담회,선배특강,세무사,우리은행,인사팀,존슨앤존슨,직무,초록우산어린이재단,취업,취업준비,카카오뱅크,현대모비스",비교과 (비학점),취업,특강/워크숍/캠프,대면 비대면 병행(실시간),1,1000,24,9,0.5,0.5,,,,,,
5018,0,몰입형 콘텐츠 디자인 역량 개발을 위한 과정,몰입형 콘텐츠 디자인 역량 개발을 위한 과정,경상대학,경영학부,24-5-28 오전 12:00,24-6-20 오후 11:45,"해당 비교과 프로그램은 3D 공간 디자이너, 배경 아티스트를 대상으로 몰입형 콘텐츠 제작 과정을 이해하고 제작할 수 있도록 구성되어 있습니다. 공간의 기본 형태를 제작하는 3D Max 과정을 시작으로 시각화 완성 단계인 언리얼 엔진 과정을 거쳐 웹 3D 몰입형 콘텐츠 전환으로 전체 과정이 완료됩니다.","3D,3DMax,3D몰입형콘텐츠,LINC3.0,가상공간,공간디자이너,리펙스스튜디오,몰입형콘텐츠,산학연계비교과,시각화,언리얼엔진시각화,콘텐츠디자인",비교과 (비학점),학습,산학연계비교과,비대면(실시간+녹화),12,8000,30,3,3,3,3,,3,,,
4864,4223,미래세대를 위한 공간대안,End of Semester Exhibition,미술대학,환경디자인과,24-5-28 오전 9:00,24-6-4 오후 6:00,"• 1회차 
- 4월9일 오후 1시-4시 장소: 프라임관 102호(예정), 박영민*(LG전자 디자인경영센터 책임연구원), 외 2인 
- 라이프스타일 변화에 따른 공간 변화 – 특강 및 공개 크리틱

• 2회차 
- 5월 28일 오후1-4시 장소: 프라임관 102호(예정), 정지훈* 교수(경희대) 외 2인
- 신기술의 변화에 따른 공간 변화 – 특강 및 공개 크리틱

• 3회차 
- 5/28-6/4 End of Semester Exhibition","LG전자,디자인경영센터,라이프스타일,산학연계비교과,신기술,실무자특강,특강,환경디자인과",전공교과연계 비교과 (학점불인정),학습,산학연계비교과,대면,72,2000,12,10,21.6,,,,,18,,32.4
4864,4222,미래세대를 위한 공간대안,신기술의 변화에 따른 공간 변화 – 특강 및 공개 크리틱,미술대학,환경디자인과,24-5-28 오후 1:00,24-5-28 오후 4:00,"• 1회차 
- 4월9일 오후 1시-4시 장소: 프라임관 102호(예정), 박영민*(LG전자 디자인경영센터 책임연구원), 외 2인 
- 라이프스타일 변화에 따른 공간 변화 – 특강 및 공개 크리틱

• 2회차 
- 5월 28일 오후1-4시 장소: 프라임관 102호(예정), 정지훈* 교수(경희대) 외 2인
- 신기술의 변화에 따른 공간 변화 – 특강 및 공개 크리틱

• 3회차 
- 5/28-6/4 End of Semester Exhibition","LG전자,디자인경영센터,라이프스타일,산학연계비교과,신기술,실무자특강,특강,환경디자인과",전공교과연계 비교과 (학점불인정),학습,산학연계비교과,대면,3,2000,12,12,0.9,,,,,0.75,,1.35
5010,0,[독일언어문화학과] 누가 어떻게 왜 돌보나: 20대 여성과 돌봄위기 - 김영옥 박사,[독일언어문화학과] 누가 어떻게 왜 돌보나: 20대 여성과 돌봄위기 - 김영옥 박사,문과대학,독일언어·문화학과,24-5-28 오후 1:30,24-5-28 오후 2:45,"독일언어문화학과에서는 생애문화연구소 대표이신 김영옥 박사님을 모시고 `누가 어떻게 왜 돌보나: 20대 여성과 돌봄위기` 라는 주제로 특강을 진행합니다. 
관심있는 학생들의 많은 신청 바랍니다.","20대여성,김영옥박사,독일언어문화학과,돌봄,생애문화연구소,위기,특강",비교과 (비학점),학습,워크숍/특강,대면,1,1000,13,9,,,,,0.6,,,0.4
4926,4293,[재맞고] [선배와의간담회] 2024년 상반기 선배와의 간담회(5월),5/20(월) 현대모비스 총무팀  조혜영 동문(일본학과14),대학일자리플러스센터,대학일자리플러스센터,24-5-20 오후 7:00,24-5-20 오후 8:30,"동문선배에게 듣는 취업준비 경험과 현 직무에 대한 정보 공유 

*운영방법: 5/2(목) , 5/14(화),  5/20(목), 5/27(월), 5/29(수) 대면 (장소 : 진리관 106호 )
* 비대면 zoom으로 진행되는 간담회는 당일  ZOOM 주소 문자 안내","KT,LGCNS,경험,기획팀,네이버,선배꿀팁,선배와의간담회,선배특강,세무사,우리은행,인사팀,존슨앤존슨,직무,초록우산어린이재단,취업,취업준비,카카오뱅크,현대모비스",비교과 (비학점),취업,특강/워크숍/캠프,대면 비대면 병행(실시간),1,1000,57,24,0.5,0.5,,,,,,
4938,4315,[도서관] 5월 정기 학술정보이용교육,[5/21(화) 15:00] 전자책·오디오북·동영상강좌 이용법,중앙도서관,학술정보운영팀,24-5-21 오후 3:00,24-5-21 오후 4:00,"도서관에서 시행하는 정기 학술정보 이용교육입니다.
학술정보 이용교육을 통해 도서관 소장자료, 구독자료 등의 학술정보를 효과적으로 검색하고 활용하는 방법을 배워보세요.","DBPIA,RefWorks,교보문고,논문작성,도서관,동영상강좌,오디오북,이용교육,이용법,자료검색법,전자책,참고문헌,학술DB,학술논문,학술정보",비교과 (비학점),학습,독서,대면,1,1000,9,6,0.4,,0.6,,,,,
4951,4330,[일본학과] 2024 일본학과 진로설계 특강 시리즈,[진로취업특강 5] `일본어 한자 학습법`,문과대학,일본학과,24-5-21 오후 3:00,24-5-21 오후 5:00,일본학과 동문 졸업생들을 초대하여 진로 취업에 관한 다양하고 유익한 정보를 들을 수 있는 특강입니다.,"복수학위제,비즈니스,실무자특강,연구자,일본기업,일본어,일본학과,자격증,전공별진로취업,진로,취업,특강,학습법",비교과 (비학점),취업,전공별진로취업,대면 비대면 병행(실시간),2,2000,39,16,0.8,,,,,0.4,0.8,
4926,4294,[재맞고] [선배와의간담회] 2024년 상반기 선배와의 간담회(5월),5/21(화) 19:00~20:30  카카오뱅크 이선주(법학부13),대학일자리플러스센터,대학일자리플러스센터,24-5-21 오후 7:00,24-5-21 오후 8:30,"동문선배에게 듣는 취업준비 경험과 현 직무에 대한 정보 공유 

*운영방법: 5/2(목) , 5/14(화),  5/20(목), 5/27(월), 5/29(수) 대면 (장소 : 진리관 106호 )
* 비대면 zoom으로 진행되는 간담회는 당일  ZOOM 주소 문자 안내","KT,LGCNS,경험,기획팀,네이버,선배꿀팁,선배와의간담회,선배특강,세무사,우리은행,인사팀,존슨앤존슨,직무,초록우산어린이재단,취업,취업준비,카카오뱅크,현대모비스",비교과 (비학점),취업,특강/워크숍/캠프,대면 비대면 병행(실시간),1,1000,157,80,0.5,0.5,,,,,,
4854,0,2024_법학 전공 진로와 변호사의 직업 세계,2024_법학 전공 진로와 변호사의 직업 세계,법과대학,법학부,24-5-22 오후 4:30,24-5-22 오후 5:30,법학부 학생들의 진로 계획 수립을 위한 정보 제공과  다양한 법 관련 직업 세계를 안내한다.,"법학부,변호사,선배꿀팁,선배대화,전공별진로취업,직업고민,직업탐색,진로개발,진로고민,진로탐색,특강",비교과 (비학점),취업,전공별진로취업,대면 비대면 병행(실시간),1,1000,58,35,0.5,0.5,,,,,,
